latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,acq_month,acq_day,temperature,humidity,vapour_pressure,precipitation,soil_moisture,soil_temperature,wind,dew_point
40.26543,44.65096,330.72,0.44,0.62,2022-07-08,09:05,N20,VIIRS,l,2.0NRT,305.05,1.61,D,7,8,22.7875,45.606617,1.5091002,0.0,0.106,24.8375,6.638072,10.4375
41.61326,46.05951,355.19,0.34,0.56,2022-07-08,09:05,N20,VIIRS,n,2.0NRT,299.29,7.7,D,7,8,24.3125,57.779797,1.2835543,0.0,0.379,23.7125,1.2979984,15.462501
41.61429,46.06336,355.48,0.34,0.56,2022-07-08,09:05,N20,VIIRS,n,2.0NRT,297.63,7.7,D,7,8,24.319,57.78137,1.2840046,0.0,0.379,23.719,1.2979984,15.469
41.81871,45.91943,352.71,0.34,0.56,2022-07-08,09:05,N20,VIIRS,n,2.0NRT,300.14,12.27,D,7,8,25.168999,52.167072,1.5304637,0.0,0.302,23.369,1.609969,14.669
41.81975,45.92333,354.13,0.34,0.56,2022-07-08,09:05,N20,VIIRS,n,2.0NRT,299.38,12.27,D,7,8,25.156,52.163708,1.5293905,0.0,0.302,23.356,1.609969,14.655999
41.82079,45.92724,351.87,0.34,0.56,2022-07-08,09:05,N20,VIIRS,n,2.0NRT,294.51,12.43,D,7,8,25.1495,52.16203,1.528854,0.0,0.302,23.3495,1.609969,14.6495
41.82361,45.91717,349.78,0.34,0.56,2022-07-08,09:05,N20,VIIRS,n,2.0NRT,299.07,12.27,D,7,8,25.1365,52.15868,1.5277812,0.0,0.302,23.3365,1.609969,14.636499
41.82465,45.92108,367.0,0.34,0.56,2022-07-08,09:05,N20,VIIRS,h,2.0NRT,298.42,12.27,D,7,8,25.13,52.157,1.5272453,0.0,0.302,23.33,1.609969,14.629999
43.22985,46.76033,331.37,0.57,0.52,2022-07-08,09:05,N20,VIIRS,n,2.0NRT,299.71,4.68,D,7,8,27.136,49.73511,1.8060347,0.0,0.158,26.335999,17.518356,15.736
43.23071,46.75909,335.01,0.57,0.52,2022-07-08,09:05,N20,VIIRS,n,2.0NRT,300.47,5.64,D,7,8,27.123001,49.731686,1.8047851,0.0,0.158,26.323,17.518356,15.723
43.79219,44.73619,332.5,0.34,0.56,2022-07-08,09:05,N20,VIIRS,n,2.0NRT,300.99,2.04,D,7,8,23.024,66.819756,0.9334744,0.0,0.21,23.574001,6.28713,16.524
43.79328,44.7402,342.24,0.34,0.56,2022-07-08,09:05,N20,VIIRS,n,2.0NRT,302.12,4.54,D,7,8,23.024,66.819756,0.9334744,0.0,0.21,23.574001,6.28713,16.524
43.79437,44.7442,341.37,0.34,0.56,2022-07-08,09:05,N20,VIIRS,n,2.0NRT,303.66,4.54,D,7,8,23.024,66.819756,0.9334744,0.0,0.21,23.574001,6.28713,16.524
43.79546,44.74821,336.0,0.34,0.56,2022-07-08,09:05,N20,VIIRS,n,2.0NRT,305.0,3.34,D,7,8,23.030499,66.82109,0.9338027,0.0,0.21,23.5805,6.28713,16.530499
