latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
41.08672,16.15565,346.3,0.55,0.68,2022-07-12,1251,N20,VIIRS,n,2.0NRT,299.35,12.84,D
41.0902,16.15587,337.87,0.55,0.68,2022-07-12,1251,N20,VIIRS,n,2.0NRT,298.79,6.29,D
41.17301,15.90938,352.93,0.53,0.67,2022-07-12,1251,N20,VIIRS,n,2.0NRT,301.68,30.97,D
41.1755,15.91182,367,0.53,0.67,2022-07-12,1251,N20,VIIRS,h,2.0NRT,303.2,34.55,D
41.17926,15.90872,330.79,0.53,0.67,2022-07-12,1251,N20,VIIRS,n,2.0NRT,295.7,6.39,D
41.553,15.6056,341.08,0.52,0.67,2022-07-12,1251,N20,VIIRS,n,2.0NRT,291.61,4.03,D
41.82304,15.29322,313.17,0.43,0.38,2022-07-13,107,N20,VIIRS,n,2.0NRT,288.92,1.06,N
41.8564,15.06973,335.49,0.55,0.51,2022-07-13,1232,N20,VIIRS,n,2.0NRT,304.92,3.14,D
41.16037,16.03274,308.27,0.39,0.36,2022-07-14,50,N20,VIIRS,n,2.0NRT,288.68,0.73,N
41.26106,15.91211,346.1,0.52,0.42,2022-07-14,1212,N20,VIIRS,n,2.0NRT,310.79,5.23,D
41.55312,15.62145,340.51,0.51,0.41,2022-07-14,1212,N20,VIIRS,n,2.0NRT,306.42,1.69,D
41.7913,15.12843,336.14,0.49,0.4,2022-07-14,1212,N20,VIIRS,l,2.0NRT,309.46,5.87,D
41.8837,15.06036,332.03,0.49,0.4,2022-07-14,1212,N20,VIIRS,l,2.0NRT,306.07,0.51,D
41.00956,15.92356,348.12,0.39,0.36,2022-07-15,1153,N20,VIIRS,n,2.0NRT,317.13,8.7,D
41.10751,15.80161,345.36,0.39,0.36,2022-07-15,1153,N20,VIIRS,n,2.0NRT,316.56,8.55,D
41.42069,15.91988,351.7,0.39,0.36,2022-07-15,1153,N20,VIIRS,n,2.0NRT,317.22,6.72,D
41.47073,15.93564,342.55,0.39,0.36,2022-07-15,1153,N20,VIIRS,n,2.0NRT,311.78,4.02,D
41.48698,15.83626,342.52,0.39,0.36,2022-07-15,1153,N20,VIIRS,l,2.0NRT,316.08,7.71,D
41.48765,15.84084,347.7,0.39,0.36,2022-07-15,1153,N20,VIIRS,n,2.0NRT,315.87,3.19,D
41.56726,15.59401,348.9,0.39,0.36,2022-07-15,1153,N20,VIIRS,n,2.0NRT,319.96,9.58,D
41.66394,15.46555,343.66,0.38,0.36,2022-07-15,1153,N20,VIIRS,l,2.0NRT,315.81,4.05,D
41.72844,15.12255,349.17,0.38,0.36,2022-07-15,1153,N20,VIIRS,n,2.0NRT,315.08,11.76,D
41.77538,15.04964,341.32,0.38,0.36,2022-07-15,1153,N20,VIIRS,n,2.0NRT,315.55,2.48,D
