latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
43.67483,43.66594,348.92,0.41,0.37,2022-07-10,1006,N20,VIIRS,n,2.0NRT,318.51,11.5,D
43.79229,43.28758,335.79,0.4,0.37,2022-07-10,1006,N20,VIIRS,n,2.0NRT,304.6,1.17,D
44.22481,45.20203,341.12,0.45,0.39,2022-07-10,1006,N20,VIIRS,l,2.0NRT,316.04,11.8,D
44.24838,43.08006,340.05,0.4,0.37,2022-07-10,1006,N20,VIIRS,l,2.0NRT,311.16,14.26,D
44.25173,43.07916,348.76,0.4,0.37,2022-07-10,1006,N20,VIIRS,n,2.0NRT,313.86,14.26,D
44.56889,43.11839,338.26,0.4,0.37,2022-07-10,1006,N20,VIIRS,l,2.0NRT,313.25,10.23,D
44.67924,43.45359,367,0.41,0.37,2022-07-10,1006,N20,VIIRS,l,2.0NRT,329.97,38.52,D
44.68195,43.44757,346.9,0.41,0.37,2022-07-10,1006,N20,VIIRS,n,2.0NRT,315.3,51.59,D
44.68262,43.45274,352.67,0.41,0.37,2022-07-10,1006,N20,VIIRS,n,2.0NRT,317.64,38.52,D
44.68331,43.4579,340.44,0.41,0.37,2022-07-10,1006,N20,VIIRS,l,2.0NRT,315.05,38.52,D
45.59715,43.41346,339.85,0.42,0.37,2022-07-10,1009,N20,VIIRS,l,2.0NRT,312.59,9.5,D
44.91618,45.28471,302.03,0.48,0.48,2022-07-10,2222,N20,VIIRS,n,2.0NRT,280.17,1.22,N
45.01149,45.12882,295.95,0.49,0.49,2022-07-10,2222,N20,VIIRS,n,2.0NRT,278.55,4.35,N
41.54415,45.04617,346.59,0.4,0.37,2022-07-11,945,N20,VIIRS,n,2.0NRT,316.03,8.19,D
43.31493,46.4389,337.84,0.38,0.36,2022-07-11,947,N20,VIIRS,n,2.0NRT,306.24,3.94,D
43.52287,44.55423,337.74,0.39,0.36,2022-07-11,947,N20,VIIRS,n,2.0NRT,303.86,1.72,D
44.68427,43.44071,335.28,0.4,0.37,2022-07-11,947,N20,VIIRS,l,2.0NRT,305.94,2.42,D
44.68758,43.43958,337.81,0.4,0.37,2022-07-11,947,N20,VIIRS,n,2.0NRT,305.83,2.42,D
40.67165,46.41146,314,0.34,0.56,2022-07-11,2203,N20,VIIRS,n,2.0NRT,291.43,1.05,N
44.91396,45.28697,298.64,0.42,0.61,2022-07-11,2203,N20,VIIRS,n,2.0NRT,282.57,0.57,N
39.92582,44.55291,303.36,0.42,0.61,2022-07-11,2205,N20,VIIRS,n,2.0NRT,292.19,0.44,N
39.97857,43.99562,320.85,0.45,0.63,2022-07-11,2205,N20,VIIRS,n,2.0NRT,292.63,2.95,N
39.97878,43.99032,323.7,0.45,0.63,2022-07-11,2205,N20,VIIRS,n,2.0NRT,291.55,2.95,N
40.16847,44.18529,306.46,0.44,0.62,2022-07-11,2205,N20,VIIRS,n,2.0NRT,290.01,0.57,N
44.76582,45.20563,299.45,0.61,0.54,2022-07-11,2344,N20,VIIRS,n,2.0NRT,288.29,0.67,N
44.91687,45.28566,309.37,0.61,0.54,2022-07-11,2344,N20,VIIRS,n,2.0NRT,288.52,2.11,N
45.00977,45.1267,303.87,0.6,0.53,2022-07-11,2344,N20,VIIRS,n,2.0NRT,289.26,0.99,N
39.94817,44.00875,309.05,0.37,0.58,2022-07-11,2346,N20,VIIRS,n,2.0NRT,290.23,0.71,N
39.94827,44.00831,307.39,0.37,0.58,2022-07-11,2346,N20,VIIRS,n,2.0NRT,290.68,0.69,N
39.57806,44.43722,342.34,0.45,0.47,2022-07-12,928,N20,VIIRS,l,2.0NRT,317.07,12.77,D
39.59601,44.45784,353.24,0.44,0.46,2022-07-12,928,N20,VIIRS,n,2.0NRT,320.29,19.55,D
40.61914,46.87366,338.77,0.49,0.41,2022-07-12,928,N20,VIIRS,l,2.0NRT,310.53,3.97,D
41.42664,46.00843,334.86,0.52,0.41,2022-07-12,928,N20,VIIRS,l,2.0NRT,309.43,5.08,D
41.4279,46.01459,336.33,0.52,0.41,2022-07-12,928,N20,VIIRS,l,2.0NRT,308.91,5.08,D
41.77391,46.25332,340.02,0.5,0.41,2022-07-12,928,N20,VIIRS,n,2.0NRT,305.14,4.48,D
44.91243,45.28421,303.64,0.71,0.75,2022-07-12,2144,N20,VIIRS,n,2.0NRT,286.31,0.8,N
44.91737,45.28246,301.74,0.71,0.75,2022-07-12,2144,N20,VIIRS,n,2.0NRT,286.07,0.88,N
45.01136,45.12312,297.64,0.73,0.76,2022-07-12,2144,N20,VIIRS,n,2.0NRT,284.97,0.39,N
39.24304,45.32798,314.64,0.68,0.74,2022-07-12,2146,N20,VIIRS,n,2.0NRT,291.11,2.89,N
39.24333,45.32499,307.92,0.68,0.74,2022-07-12,2146,N20,VIIRS,n,2.0NRT,291.04,2.41,N
41.29796,46.98452,300.76,0.57,0.69,2022-07-12,2146,N20,VIIRS,n,2.0NRT,288.96,1.16,N
41.29906,46.98326,299.46,0.57,0.69,2022-07-12,2146,N20,VIIRS,n,2.0NRT,288.73,0.88,N
39.75351,45.35023,305.71,0.5,0.49,2022-07-12,2326,N20,VIIRS,n,2.0NRT,289.66,1.15,N
40.20296,44.30727,312.21,0.43,0.46,2022-07-12,2326,N20,VIIRS,n,2.0NRT,292.98,1.23,N
40.57233,44.74569,297.13,0.44,0.46,2022-07-12,2326,N20,VIIRS,n,2.0NRT,283.72,0.56,N
43.31177,46.07172,304.93,0.44,0.46,2022-07-12,2326,N20,VIIRS,n,2.0NRT,285.04,0.7,N
43.31225,46.06781,307.3,0.44,0.46,2022-07-12,2326,N20,VIIRS,n,2.0NRT,286.78,0.79,N
44.9147,45.28726,310.45,0.56,0.43,2022-07-12,2326,N20,VIIRS,n,2.0NRT,288.7,1.77,N
39.24255,45.3307,313.33,0.51,0.49,2022-07-12,2329,N20,VIIRS,n,2.0NRT,294.14,1.79,N
39.24412,45.33228,314.37,0.51,0.49,2022-07-12,2329,N20,VIIRS,n,2.0NRT,293.38,1.64,N
39.07299,46.59314,336.92,0.62,0.54,2022-07-13,907,N20,VIIRS,l,2.0NRT,311.06,10.42,D
41.2915,45.00645,335.02,0.33,0.55,2022-07-13,909,N20,VIIRS,n,2.0NRT,305.81,3.94,D
41.29229,45.00789,338.29,0.33,0.55,2022-07-13,909,N20,VIIRS,n,2.0NRT,306.18,1.68,D
41.29242,45.0099,334.79,0.33,0.55,2022-07-13,909,N20,VIIRS,n,2.0NRT,305.52,3.94,D
41.29318,45.01135,332.14,0.33,0.55,2022-07-13,909,N20,VIIRS,n,2.0NRT,305.35,1.68,D
41.29528,45.00033,341.44,0.33,0.55,2022-07-13,909,N20,VIIRS,n,2.0NRT,303.39,4.9,D
41.29612,45.00185,367,0.33,0.55,2022-07-13,909,N20,VIIRS,h,2.0NRT,306.69,11.99,D
41.29628,45.00411,367,0.33,0.55,2022-07-13,909,N20,VIIRS,h,2.0NRT,307.9,3.94,D
41.29707,45.00555,339,0.33,0.55,2022-07-13,909,N20,VIIRS,n,2.0NRT,308.13,8.12,D
41.29721,45.00767,339.73,0.33,0.55,2022-07-13,909,N20,VIIRS,n,2.0NRT,308.99,3.94,D
41.29797,45.00905,367,0.33,0.55,2022-07-13,909,N20,VIIRS,h,2.0NRT,310.13,8.12,D
41.29813,45.01114,355.91,0.33,0.55,2022-07-13,909,N20,VIIRS,n,2.0NRT,310.47,9.62,D
41.29888,45.01258,367,0.33,0.55,2022-07-13,909,N20,VIIRS,h,2.0NRT,311.49,9.58,D
41.29908,45.01476,367,0.33,0.55,2022-07-13,909,N20,VIIRS,h,2.0NRT,303.93,9.62,D
41.29984,45.01632,336.54,0.33,0.55,2022-07-13,909,N20,VIIRS,n,2.0NRT,302.44,9.58,D
41.30082,45.00089,367,0.33,0.55,2022-07-13,909,N20,VIIRS,h,2.0NRT,307.28,8.62,D
41.30162,45.00231,367,0.33,0.55,2022-07-13,909,N20,VIIRS,h,2.0NRT,308.73,8.12,D
41.30179,45.00459,367,0.33,0.55,2022-07-13,909,N20,VIIRS,h,2.0NRT,308.18,8.62,D
41.30257,45.006,367,0.33,0.55,2022-07-13,909,N20,VIIRS,h,2.0NRT,306.4,8.12,D
41.30276,45.00825,344.87,0.33,0.55,2022-07-13,909,N20,VIIRS,n,2.0NRT,304.58,5.93,D
41.51727,46.32315,340.31,0.55,0.51,2022-07-13,909,N20,VIIRS,n,2.0NRT,306.88,11.73,D
41.51937,46.32253,342.94,0.56,0.51,2022-07-13,909,N20,VIIRS,n,2.0NRT,307.18,6.5,D
39.07048,46.5857,331.77,0.55,0.68,2022-07-13,1049,N20,VIIRS,n,2.0NRT,302.44,6.15,D
39.07064,46.59249,336.67,0.56,0.68,2022-07-13,1049,N20,VIIRS,n,2.0NRT,305.11,8.48,D
39.07474,46.59377,367,0.55,0.68,2022-07-13,1049,N20,VIIRS,h,2.0NRT,305.12,17.25,D
39.07695,46.5907,349.08,0.56,0.68,2022-07-13,1049,N20,VIIRS,n,2.0NRT,301.85,5.72,D
39.07711,46.5975,330.72,0.56,0.68,2022-07-13,1049,N20,VIIRS,l,2.0NRT,301.73,5.72,D
40.10029,44.44864,354.31,0.43,0.62,2022-07-13,1049,N20,VIIRS,n,2.0NRT,312.25,13.66,D
40.10049,44.45368,351.9,0.43,0.62,2022-07-13,1049,N20,VIIRS,n,2.0NRT,309.03,12.43,D
40.94172,45.7006,336.01,0.51,0.66,2022-07-13,1049,N20,VIIRS,l,2.0NRT,306.86,5.07,D
40.94188,45.70713,339.2,0.51,0.66,2022-07-13,1049,N20,VIIRS,n,2.0NRT,306.59,6.21,D
40.9422,45.70309,337.9,0.51,0.66,2022-07-13,1049,N20,VIIRS,n,2.0NRT,306.65,4.05,D
40.9424,45.70956,339.64,0.51,0.66,2022-07-13,1049,N20,VIIRS,n,2.0NRT,306.07,4.05,D
41.28905,45.00093,345.07,0.47,0.64,2022-07-13,1049,N20,VIIRS,n,2.0NRT,305.22,4.64,D
41.29449,44.98549,345.33,0.47,0.64,2022-07-13,1049,N20,VIIRS,n,2.0NRT,307.34,18.17,D
41.29467,44.99091,343.29,0.47,0.64,2022-07-13,1049,N20,VIIRS,n,2.0NRT,307.37,13.43,D
41.29501,45.00121,337.14,0.47,0.64,2022-07-13,1049,N20,VIIRS,l,2.0NRT,307.58,8.53,D
41.29541,45.01313,333.83,0.47,0.64,2022-07-13,1049,N20,VIIRS,n,2.0NRT,307.33,5.45,D
41.29561,45.01933,367,0.47,0.64,2022-07-13,1049,N20,VIIRS,h,2.0NRT,305.94,5.45,D
41.30048,44.98631,355.72,0.47,0.64,2022-07-13,1049,N20,VIIRS,n,2.0NRT,312.91,18.17,D
41.30066,44.99177,343.69,0.47,0.64,2022-07-13,1049,N20,VIIRS,n,2.0NRT,308.22,13.43,D
41.30119,45.00788,351.61,0.47,0.64,2022-07-13,1049,N20,VIIRS,n,2.0NRT,309.24,8.53,D
41.30138,45.01346,351.08,0.47,0.64,2022-07-13,1049,N20,VIIRS,n,2.0NRT,306.75,5.45,D
41.30154,45.01847,332.66,0.47,0.64,2022-07-13,1049,N20,VIIRS,n,2.0NRT,303.89,5.45,D
41.30663,44.9924,345.92,0.47,0.64,2022-07-13,1049,N20,VIIRS,n,2.0NRT,306.56,6.6,D
41.30682,44.99801,351.4,0.47,0.64,2022-07-13,1049,N20,VIIRS,n,2.0NRT,307.14,6.6,D
41.30701,45.00352,351.83,0.47,0.64,2022-07-13,1049,N20,VIIRS,n,2.0NRT,308.17,5.7,D
41.30718,45.00876,332.99,0.47,0.64,2022-07-13,1049,N20,VIIRS,l,2.0NRT,305.47,5.7,D
41.42311,44.69361,356.3,0.46,0.63,2022-07-13,1049,N20,VIIRS,n,2.0NRT,305.03,13.19,D
41.42329,44.69928,332.48,0.46,0.63,2022-07-13,1049,N20,VIIRS,n,2.0NRT,300.62,8.73,D
41.42419,44.69485,367,0.45,0.63,2022-07-13,1049,N20,VIIRS,h,2.0NRT,305.79,16.74,D
44.91354,45.28499,308,0.4,0.37,2022-07-13,2305,N20,VIIRS,n,2.0NRT,291.87,0.78,N
45.01067,45.12949,313.58,0.4,0.37,2022-07-13,2305,N20,VIIRS,n,2.0NRT,291.41,1.1,N
39.58637,43.90186,301.82,0.41,0.37,2022-07-13,2307,N20,VIIRS,n,2.0NRT,290.56,0.92,N
40.56854,44.74708,308.07,0.43,0.38,2022-07-13,2307,N20,VIIRS,n,2.0NRT,286.67,1.56,N
41.28143,44.97503,301.47,0.42,0.38,2022-07-13,2307,N20,VIIRS,n,2.0NRT,289.68,0.7,N
41.51581,45.04852,304.12,0.42,0.38,2022-07-13,2307,N20,VIIRS,n,2.0NRT,292.8,0.65,N
41.54481,45.04736,328.61,0.42,0.38,2022-07-13,2307,N20,VIIRS,n,2.0NRT,292.19,2.68,N
41.54821,45.04846,302,0.42,0.38,2022-07-13,2307,N20,VIIRS,n,2.0NRT,291.56,0.22,N
43.07549,45.76098,303.41,0.43,0.38,2022-07-13,2307,N20,VIIRS,n,2.0NRT,288.37,1.09,N
43.13394,45.58131,331.19,0.42,0.38,2022-07-13,2307,N20,VIIRS,n,2.0NRT,286.73,2.61,N
43.13732,45.58248,307.8,0.42,0.38,2022-07-13,2307,N20,VIIRS,n,2.0NRT,285.15,2.61,N
43.19725,46.28825,307.01,0.44,0.38,2022-07-13,2307,N20,VIIRS,n,2.0NRT,290.12,0.44,N
43.3129,46.06898,305.35,0.43,0.38,2022-07-13,2307,N20,VIIRS,n,2.0NRT,291.01,0.77,N
43.43564,45.44862,308.92,0.41,0.37,2022-07-13,2307,N20,VIIRS,n,2.0NRT,286.16,1.39,N
40.09819,44.41444,332.27,0.65,0.73,2022-07-14,850,N20,VIIRS,n,2.0NRT,297.56,3.22,D
41.60672,46.06708,352.9,0.49,0.65,2022-07-14,850,N20,VIIRS,n,2.0NRT,302.01,8.35,D
41.60833,46.07251,367,0.49,0.65,2022-07-14,850,N20,VIIRS,h,2.0NRT,301.1,7.44,D
41.6123,46.06412,335.91,0.49,0.65,2022-07-14,850,N20,VIIRS,n,2.0NRT,301.5,8.35,D
41.61391,46.06956,341.08,0.49,0.65,2022-07-14,850,N20,VIIRS,n,2.0NRT,303.12,7.44,D
41.61553,46.075,335.43,0.49,0.65,2022-07-14,850,N20,VIIRS,n,2.0NRT,303.39,7.44,D
39.49276,46.35387,330.96,0.6,0.53,2022-07-14,1030,N20,VIIRS,l,2.0NRT,305.23,5.4,D
41.39437,46.00331,354.91,0.6,0.53,2022-07-14,1032,N20,VIIRS,n,2.0NRT,313.06,40.41,D
41.3968,46.00339,354.45,0.6,0.53,2022-07-14,1032,N20,VIIRS,n,2.0NRT,312.81,39.22,D
41.61074,46.07307,348.69,0.61,0.53,2022-07-14,1032,N20,VIIRS,n,2.0NRT,306.97,14.32,D
41.61248,46.07312,345.29,0.61,0.53,2022-07-14,1032,N20,VIIRS,n,2.0NRT,307.71,8.41,D
41.6174,46.07261,336.68,0.61,0.53,2022-07-14,1032,N20,VIIRS,n,2.0NRT,305.99,8.41,D
45.01,45.12817,313.24,0.42,0.37,2022-07-14,2248,N20,VIIRS,n,2.0NRT,290.51,1.14,N
39.58523,43.90299,299.33,0.41,0.37,2022-07-14,2250,N20,VIIRS,n,2.0NRT,289.24,0.46,N
40.56911,44.74428,308.52,0.4,0.37,2022-07-14,2250,N20,VIIRS,n,2.0NRT,286.34,1.47,N
40.71465,46.54915,334.73,0.54,0.42,2022-07-15,1011,N20,VIIRS,l,2.0NRT,308.02,2.24,D
40.90756,45.91021,345.86,0.51,0.41,2022-07-15,1011,N20,VIIRS,n,2.0NRT,310.65,31.21,D
42.04246,43.90182,334.87,0.44,0.39,2022-07-15,1011,N20,VIIRS,n,2.0NRT,302.7,5.96,D
43.49409,46.28276,330.45,0.57,0.43,2022-07-15,1011,N20,VIIRS,l,2.0NRT,303.24,2.32,D
43.57792,46.52864,331.19,0.39,0.44,2022-07-15,1011,N20,VIIRS,l,2.0NRT,302.13,2.23,D
43.58149,46.52312,334.55,0.39,0.44,2022-07-15,1011,N20,VIIRS,n,2.0NRT,300.34,2.23,D
43.59278,46.60011,330.17,0.39,0.44,2022-07-15,1011,N20,VIIRS,l,2.0NRT,301.66,2.11,D
43.61054,46.83792,341.91,0.4,0.44,2022-07-15,1011,N20,VIIRS,n,2.0NRT,301.21,8.56,D
43.61099,46.84293,353.39,0.4,0.44,2022-07-15,1011,N20,VIIRS,n,2.0NRT,301.28,8.56,D
43.62096,46.81588,341.82,0.4,0.44,2022-07-15,1011,N20,VIIRS,n,2.0NRT,303.26,5.38,D
43.62505,46.8152,351.86,0.4,0.44,2022-07-15,1011,N20,VIIRS,n,2.0NRT,305.63,5.38,D
43.95602,44.15909,338.78,0.47,0.4,2022-07-15,1011,N20,VIIRS,n,2.0NRT,307.5,9.45,D
44.37316,46.76823,345.51,0.41,0.45,2022-07-15,1011,N20,VIIRS,n,2.0NRT,304.9,4.95,D
44.37727,46.76755,338.33,0.41,0.45,2022-07-15,1011,N20,VIIRS,n,2.0NRT,302.9,4.95,D
39.86474,44.61706,341.79,0.45,0.39,2022-07-15,1013,N20,VIIRS,l,2.0NRT,315.53,4.97,D
44.22202,43.16281,332.42,0.44,0.38,2022-07-15,1013,N20,VIIRS,n,2.0NRT,301.36,3.79,D
44.22268,43.1683,334.91,0.44,0.38,2022-07-15,1013,N20,VIIRS,n,2.0NRT,302.15,5.57,D
39.6231,44.48301,315.99,0.39,0.44,2022-07-15,2229,N20,VIIRS,n,2.0NRT,291.16,1.16,N
39.62709,44.48389,313.97,0.39,0.44,2022-07-15,2229,N20,VIIRS,n,2.0NRT,292.21,1.16,N
39.6275,44.47981,304.92,0.39,0.44,2022-07-15,2229,N20,VIIRS,n,2.0NRT,291.47,1.73,N
40.569,44.74508,303.16,0.39,0.44,2022-07-15,2229,N20,VIIRS,n,2.0NRT,286.61,1.13,N
40.57046,44.74329,298.91,0.39,0.44,2022-07-15,2229,N20,VIIRS,n,2.0NRT,285.62,1.31,N
41.60298,46.09243,302.34,0.52,0.41,2022-07-15,2229,N20,VIIRS,n,2.0NRT,291.91,0.4,N
41.60546,46.09319,303.17,0.52,0.41,2022-07-15,2229,N20,VIIRS,n,2.0NRT,291.59,0.45,N
41.62463,46.0587,309.11,0.52,0.42,2022-07-15,2229,N20,VIIRS,n,2.0NRT,292.6,1.38,N
41.63987,46.06165,304.18,0.52,0.42,2022-07-15,2229,N20,VIIRS,n,2.0NRT,292.63,1.31,N
41.65913,46.027,306.73,0.52,0.42,2022-07-15,2229,N20,VIIRS,n,2.0NRT,292.4,1.83,N
41.6598,46.02073,302.74,0.52,0.42,2022-07-15,2229,N20,VIIRS,n,2.0NRT,292.09,0.87,N
43.07793,45.75836,317.47,0.56,0.43,2022-07-15,2229,N20,VIIRS,n,2.0NRT,292.58,3.02,N
43.21237,45.84496,301.78,0.55,0.43,2022-07-15,2229,N20,VIIRS,n,2.0NRT,289.97,0.53,N
43.43351,45.44771,305.03,0.39,0.44,2022-07-15,2229,N20,VIIRS,n,2.0NRT,289.98,0.45,N
